"marca";"nome";"preco_antigo_reais";"preco_antigo_centavos";"preco_novo_reais";"preco_novo_centavos";"nota";"qtde_avaliacoes";"_fonte";"_data_coleta";"preco_antigo";"preco_novo"
"ASICS";"Asics Gel-Shogun 5 Masculino Adultos";479.0;90.0;323.0;90.0;4.7;166;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";479.9;323.9
"OLYMPIKUS";"Tênis Olympikus Reverso 2 Preto - Adulto";379.0;99.0;254.0;99.0;5.0;4;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";379.99;254.99
"";"Tênis Masculino Corrida Advanced Edição Run Nova Tecnologia";0.0;0.0;109.0;0.0;4.5;210;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;109.0
"";"Kit Mochila E Tênis De Led Infantil Homem Aranha";0.0;0.0;99.0;0.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;99.0
"MIZUNO";"Mizuno Cool Ride Masculino Adultos";379.0;90.0;238.0;90.0;4.7;848;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";379.9;238.9
"";"Tênis Feminino Masculino Para Treino Confortável Olimpiko";0.0;0.0;59.0;0.0;4.4;10;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;59.0
"NEW BALANCE";"New Balance 574 V2 Masculino Adultos";549.0;90.0;434.0;90.0;5.0;5;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";549.9;434.9
"";"Tenis Couro Masculino Casual Boston Betterman";299.0;0.0;209.0;0.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";299.0;209.0
"";"Tênis Corrida Bolha Plus 1 Tn Muito Leve Novo Cr7 Oferta";0.0;0.0;109.0;0.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;109.0
"EVOLTENN";"Tenis Academia Corrida Original Caminhada Evoltenn Wezzy";78.0;90.0;66.0;90.0;4.6;36;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";78.9;66.9
"MIZUNO";"Tênis De Corrida Masculino Mizuno Advance Rsp 0970 Original";489.0;99.0;396.0;99.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";489.99;396.99
"DM DAMANDO";"Kit Combo 2 Tenis Masculino Dm Damando Academia + Relógio";0.0;0.0;149.0;0.0;4.5;13;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;149.0
"OLYMPIKUS";"Tenis Olympikus Masculino Feminino 34 Ao 43 Pronta Entrega";109.0;99.0;104.0;99.0;4.3;851;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";109.99;104.99
"";"Tênis Yezy 350 Masculino- Promoção";0.0;0.0;299.0;0.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;299.0
"QIX INTERNATIONAL";"Tênis Qix Golden";449.0;90.0;427.0;90.0;5.0;4;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";449.9;427.9
"FILA";"Tênis Fila Racer Carbon 2 Masculino";1.097;90.0;999.0;90.0;4.9;12;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";1.997e+16;999.9
"EDGE";"Tênis Masculinos Edge Low Bull Preto";0.0;0.0;189.0;0.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;189.0
"ASICS";"Asics Shinobi Masculino Adultos";388.0;90.0;307.0;90.0;5.0;22;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";388.9;307.9
"OLYMPIKUS";"Olympikus Neblina Masculino Adultos";359.0;90.0;284.0;90.0;4.8;46;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";359.9;284.9
"OLDSEN";"Tênis Masculino Jaguar Oldsen Treino Corrida Promoção Top";78.0;97.0;75.0;97.0;4.4;2883;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";78.97;75.97
"OLYMPIKUS";"Olympikus 24/7 Lap Masculino Adultos";218.0;74.0;134.0;74.0;4.8;7863;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";218.74;134.74
"";"Tênis Yezy 350 Masculino- Promoção";0.0;0.0;299.0;0.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;299.0
"ASICS";"Asics Shinobi Masculino Adultos";388.0;90.0;307.0;90.0;5.0;22;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";388.9;307.9
"OLYMPIKUS";"Olympikus Neblina Masculino Adultos";359.0;90.0;284.0;90.0;4.8;46;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";359.9;284.9
"OLYMPIKUS";"Tênis Masculino Olympikus Urbano Ast Casual";277.0;67.0;193.0;67.0;4.6;164;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";277.67;193.67
"OLYMPIKUS";"Tênis Olympikus Triunfo 3 Masculino - 314";0.0;0.0;229.0;0.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;229.0
"EVOLTENN";"Kit Três Tênis Feminino Sportivo Corrida Masculino Caminhada";198.0;70.0;168.0;70.0;4.5;16;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";198.7;168.7
"";"Tenis Sapatilha Neoprene Bike Pesca Unissex Top Promoção ";0.0;0.0;52.0;0.0;4.6;490;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;52.0
"EVOLTENN";"Kit Três Tênis Desportivo De Corrida Para Academia Promoção";198.0;90.0;168.0;90.0;4.6;191;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";198.9;168.9
"MZ";"Kit 3 Tênis Academia Unissex 33 Ao 44 Creation 20 Promoção";449.0;99.0;270.0;99.0;4.2;13;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";449.99;270.99
"";"Sapatilha Aquatica Neoprene Secarapido Sola Forte Confort";0.0;0.0;52.0;0.0;4.6;753;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;52.0
"OLYMPIKUS";"Tênis Olympikus Corre 3 Unissex";0.0;0.0;499.0;0.0;4.9;331;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;499.0
"POLO JOY";"Combo 2 Pares Tenis Masculino Polo Joy Sapatenis Casual";199.0;90.0;169.0;90.0;4.7;1356;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";199.9;169.9
"OLYMPIKUS";"Tênis Olympikus Dynamic Esportivo Masculino Original Ref -34";0.0;0.0;239.0;0.0;4.9;7;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;239.0
"OUSY SHOES";"Tênis Caminhada Academia Leve Confortável Feminino Masculino";0.0;0.0;56.0;0.0;4.5;89;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;56.0
"OLYMPIKUS";"Olympikus Proof 2 Masculino Adultos";0.0;0.0;169.0;0.0;4.7;75;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;169.0
"FILA";"Tenis Fila Racer Nairobi Masculino-preto/cinza/verde";347.0;34.0;277.0;34.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";347.34;277.34
"";"Tênis Olimpikus Masculino Feminino Difuse Flash Promoção";0.0;0.0;96.0;0.0;4.1;190;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;96.0
"OLYMPIKUS";"Tenis Esportivo Masculino Feminino Barato Leve E Resistente";109.0;90.0;96.0;90.0;4.1;535;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";109.9;96.9
"ADRUN";"Tênis Esportivo Masculino Adrun Flex Moove 9704m-167 Preto";0.0;0.0;149.0;0.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;149.0
"OLYMPIKUS";"Tênis Olympikus Corre Grafeno 2 Verde";0.0;0.0;599.0;0.0;4.9;50;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;599.0
"DM DAMANDO";"Tenis Masculino Para Sport Treino Academia Ultra Leve ";0.0;0.0;84.0;0.0;4.7;37;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;84.0
"";"Tenis Hibrido Sapatilha Aquatica Neoprene Confortável Top";0.0;0.0;54.0;0.0;4.8;29;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;54.0
"NB";"Tênis Nb Casual Esportivo Macio Leve Pronta Entrega Promoção";0.0;0.0;196.0;0.0;4.5;40;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;196.0
"OLYMPIKUS";"Tênis Masculino Academia Olympikus Esportivo Leve Confort";249.0;99.0;237.0;99.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";249.99;237.99
"ADIDAS";"adidas Trainer V Masculino Adultos";599.0;99.0;473.0;99.0;5.0;5;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";599.99;473.99
"OLYMPIKUS";"Tênis Olympikus Cygnus Cinza E Verde";0.0;0.0;149.0;0.0;4.8;29;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;149.0
"N&W";"Tênis New Balance 997 Original Importado Lançamento ";239.0;88.0;189.0;88.0;4.3;104;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";239.88;189.88
"OLYMPIKUS";"Tênis Olympikus Corre 3 Verde";0.0;0.0;499.0;0.0;4.8;124;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;499.0
"";"Tênis Masculino Tn Plus 3 Lançamento Envio Imediato";0.0;0.0;109.0;0.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;109.0
"";"Combo 3 Tênis Sapatênis Masculinos Barato";0.0;0.0;78.0;0.0;4.2;28;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;78.0
"";"Bermuda Masculina + Tenis Esportivo E Relogio Preço Baixo";0.0;0.0;109.0;0.0;4.3;8;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;109.0
"MIZUNO";"Mizuno Wave Falcon 5 Masculino Adultos";431.0;80.0;252.0;80.0;4.9;8;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";431.8;252.8
"VIA LIVRE";"Tênis Masculino Corrida Advanced Aero Academia Leve Macio";149.0;90.0;44.0;90.0;5.0;4;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";149.9;44.9
"WAVE";"Kit Com 3 Pares Super Promoção Tênis Esportivo Molas Creatio";0.0;0.0;218.0;0.0;4.0;87;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;218.0
"";"Tênis Misuno Propheecy Ls 8 X  Envio Gratis Oferta";0.0;0.0;155.0;0.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;155.0
"TAYGRA";"Tênis Taygra Conforto Original + Brinde Unissex Várias Cores";179.0;90.0;170.0;90.0;4.8;95;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";179.9;170.9
"VANS";"Vans Knu Stack Masculino Adultos";280.0;0.0;109.0;0.0;3.6;18;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";280.0;109.0
"FILA";"Tênis Fila Magnus Masculino Preto Laranja Corrida Academia";0.0;0.0;239.0;0.0;4.5;4;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;239.0
"BURCOLLI";"Sapatilha Aquática Esportiva Náutica Trilha Cachoeira Bike";0.0;0.0;51.0;0.0;4.9;14;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;51.0
"OLYMPIKUS";"Tênis Olympikus Ultraleve 237g";178.0;24.0;153.0;24.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";178.24;153.24
"OVERTRAK";"Tenis Sport Titanium Corrida Caminhada Esportivo";0.0;0.0;39.0;0.0;4.4;27;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;39.0
"FILA";"Tênis De Corrida Fila Kr6 Masculino Preto";0.0;0.0;384.0;0.0;5.0;2;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;384.0
"";"Tênis Masculino Prospect Ultra Leve Macio Esportivo Academia";0.0;0.0;78.0;0.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;78.0
"OUSY SHOES";"Kit 2 Tênis Masculino Academia Easy Cadarço Caminhada Novo";159.0;90.0;130.0;90.0;4.4;78;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";159.9;130.9
"HOCKS";"Tenis Hocks Clássico Preto Original Unissex Skatista";349.0;90.0;279.0;90.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";349.9;279.9
"";"Tenis Masculino Esportivo Wave West Boot Confortavel Academi";0.0;0.0;73.0;0.0;3.8;5;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;73.0
"";"Tênis Corrida Tamanho Especial Masculino Revior ";0.0;0.0;139.0;0.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;139.0
"ASICS";"Tênis Masculino Asics Sendai 2 Original Couro Caminhada ";299.0;90.0;119.0;90.0;3.5;11;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";299.9;119.9
"WEST";"Tênis Kit 2 Pares Mizwest 20 Promoção Masculino Garantia !!1";0.0;0.0;155.0;0.0;4.0;327;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;155.0
"";"Kit 2 Tênis Masculino Prospect Pulse Confortável + Óculos";159.0;90.0;108.0;90.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";159.9;108.9
"ADIDAS";"Tênis adidas Lite Racer 3.0 All Black";0.0;0.0;279.0;0.0;4.8;70;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;279.0
"ASCENSION";"Tênis Masculino Ortopédico Caminhada Treino Calce Facil";0.0;0.0;99.0;0.0;4.6;5;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;99.0
"ASCENSION";"Tenis Masculino E Feminino De Caminhada Ortopedico Crossfit";0.0;0.0;69.0;0.0;4.7;2170;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;69.0
"HOCKS";"Tenis Hocks Clássico Preto Original Unissex Skatista";349.0;90.0;279.0;90.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";349.9;279.9
"PLAZA";"Kit 2 Tênis Esportivo Casual Neo Running + Relógio Digital";0.0;0.0;137.0;0.0;4.4;39;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;137.0
"";"Sapatilha Neoprene Unissex Secagem Rapida Confortavel Top ";0.0;0.0;53.0;0.0;4.6;180;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;53.0
"HEADER";"Kit 2 Tênis Masculino Header Easy Várias Cores Top + Relógio";0.0;0.0;129.0;0.0;4.5;32;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;129.0
"";"Tênis Corrida Bolha Plus 1 Tn Muito Leve Novo Cr7 Mes";0.0;0.0;379.0;0.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;379.0
"";"Tenis Olympikus Dynamic Masculino Esportivo  Original";259.0;99.0;246.0;99.0;4.7;44;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";259.99;246.99
"TN";"Tênis Molas Bolha Plus 1 Tn Masculino Novidade Scarpa Cr7";399.0;90.0;131.0;90.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";399.9;131.9
"OLYMPIKUS";"Tênis Olympikus Dynamic Masculino Esportivo Original";269.0;99.0;237.0;99.0;4.9;23;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";269.99;237.99
"LUIZA PAULA";"Tênis Academia Unissex Conforto Leve Corrida Frete Grátis";0.0;0.0;99.0;0.0;4.6;40;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;99.0
"OUSY SHOES";"Kit 2 Tênis Masculino Academia Easy Cadarço Caminhada Novo";159.0;90.0;130.0;90.0;4.4;78;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";159.9;130.9
"ASCENSION";"Tênis Masculino Ortopédico Caminhada Treino Calce Facil";0.0;0.0;99.0;0.0;4.6;5;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;99.0
"OLYMPIKUS";"Tenis Olympikus Vibração Masculino Original";0.0;0.0;179.0;0.0;4.2;22;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;179.0
"OLYMPIKUS";"Tênis Casual Olympikus Noventa Preto Unissex Pro";212.0;98.0;191.0;98.0;4.6;15;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";212.98;191.98
"OUSY SHOES";"Tênis Caminhada Training Leve Confortável Masculino 2019";78.0;90.0;62.0;90.0;4.5;67;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";78.9;62.9
"FILA";"Fila Outfield Masculino Adultos";0.0;0.0;225.0;0.0;4.7;25;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;225.0
"ULTRABONE";"Tênis Unissex Ultrabone Corrida Caminhada Ultra Leve E Macio";0.0;0.0;149.0;0.0;5.0;1;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;149.0
"HARD";"Tenis Masculino, Corrida Esportivo Levinho Novo Lançamento";129.0;0.0;79.0;0.0;4.2;54;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";129.0;79.0
"";"Tenis Ortopedico Masculino Corrida Caminhada Tamanho Grande";134.0;0.0;127.0;0.0;4.5;4;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";134.0;127.0
"FILA";"Tênis Fila Kr6 Preto";0.0;0.0;399.0;0.0;4.9;42;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;399.0
"";"Kit Tênis Esportivo Corrida Conforto Academia Combo 2 Pares";139.0;90.0;126.0;90.0;4.3;12;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";139.9;126.9
"OLYMP";"Tênis Lançamento Kit 2 Pares Mega Olymp Promoção Original";144.0;99.0;137.0;99.0;4.3;359;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";144.99;137.99
"OUSY SHOES";"Kits Tênis Feminino Masculino Treino 2 Pares Brinde Relógio";169.0;90.0;143.0;90.0;4.5;338;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";169.9;143.9
"NEW BALANCE";"Tenis New Balance Fresh Foam X Hierro V7 Cinza Mthier7v";0.0;0.0;699.0;0.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;699.0
"ASC";"Tenis Ortopedico Masculino Corrida Caminhada Esportes ";169.0;99.0;139.0;99.0;4.4;230;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";169.99;139.99
"SIX STREET";"Tênis Running Masculino Six Street Adultos";0.0;0.0;249.0;0.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;249.0
"MORMAII";"Tenis Mormaii Impetus Red Storm";192.0;96.0;173.0;96.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";192.96;173.96
"MZ";"Tênis Feminino Ou Masculino Academia Pronta Entrega Mzuno";0.0;0.0;98.0;0.0;4.5;55;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;98.0
"";"Tênis Masculino Hot Sol Numero Especial 38 Ao 43 Academia";0.0;0.0;104.0;0.0;4.7;7;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;104.0
"";"Tenis Masculino Casual Polo Running Caminhada Academia";0.0;0.0;89.0;0.0;3.9;22;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;89.0
"OLYMPIKUS";"Tênis Masculino Olympikus Marte Treino Caminhada Casual";200.0;90.0;180.0;90.0;5.0;5;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";200.9;180.9
"FILA";"Tênis Corrida Masculino // Feminino Fila Recovery Original";295.0;68.0;277.0;68.0;4.8;54;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";295.68;277.68
"DM DAMANDO";"Combo 2 Tenis Masculino Sport Academia + Meia + Relógio ";154.0;90.0;142.0;90.0;4.2;11;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";154.9;142.9
"OLYMPIKUS";"Tênis Olympikus Reflect Masculino Preto";0.0;0.0;249.0;0.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;249.0
"";"Kit 2 Tênis Masculino Prospect Speed Casual Esportivo Leve";139.0;90.0;99.0;90.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";139.9;99.9
"ADAPTION";"Kit 2 Pares De Tenis Masculino Adaption Academia Limited ";0.0;0.0;129.0;0.0;4.1;260;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;129.0
"OLYMPIKUS";"Tênis Olympikus Ortopedico Esportivo - Masculino Original";189.0;99.0;136.0;99.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";189.99;136.99
"";"Tênis Advanced Masculino Adulto Leve Ultra Confortável Ga060";0.0;0.0;78.0;0.0;4.6;8;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;78.0
"SCHIARELI";"Tênis Masculino Esportivo Com Telinha De Amarrar Plataforma";0.0;0.0;78.0;0.0;4.8;8;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;78.0
"OLYMPIKUS";"Olympikus Ultraleve Masculino Adultos";249.0;90.0;179.0;90.0;4.6;1341;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";249.9;179.9
"MIZUNO";"Mizuno Wave Hawk 4 Masculino Adultos";349.0;90.0;257.0;90.0;4.6;54;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";349.9;257.9
"";"Tênis Masculino Ortopédico Anatômico ";0.0;0.0;139.0;0.0;4.1;15;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;139.0
"";"Kit 3 Tênis Masculino Prospect Fly Oferta Promoção + Relógio";219.0;90.0;138.0;90.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";219.9;138.9
"NB";"Tênis Masculino N&b 997s Reverl Absordb Sport Lançamento";204.0;99.0;194.0;99.0;4.4;28;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";204.99;194.99
"GALAXY";"Tênis Masculino Caminhada Academia Leve Promoção Kit 3 Pares";0.0;0.0;176.0;0.0;4.4;137;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;176.0
"OLYMPIKUS";"Tênis Olympikus Jogging 0100 33/44";187.0;0.0;168.0;0.0;4.7;167;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";187.0;168.0
"MIZUNO";"Tênis Feminino Ou Masculino Academia Promoção Pronta Entrega";0.0;0.0;98.0;0.0;4.3;1451;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;98.0
"T-SHOES";"Tênis Speedcross 3 Trekking Trilha Academia Ciclismo Corrida";174.0;96.0;149.0;96.0;4.4;690;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";174.96;149.96
"OLYMPIKUS";"Tenis Masculino Olympikus Cristal Corrida Sanat Sports";249.0;90.0;187.0;90.0;4.9;28;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";249.9;187.9
"";"Tenis Masculino Treino Academia Fitness Look Shoes";179.0;90.0;79.0;90.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";179.9;79.9
"OLYMPIKUS";"Tenis Masculino Olympikus Urbex";0.0;0.0;199.0;0.0;4.9;30;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;199.0
"BOX200";"Tênis Masculino Tamanho Especial Esporte Caminhada Box 200";78.0;50.0;71.0;50.0;4.5;258;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";78.5;71.5
"RAYON";"Tenis Masculino P/ Academia E Caminhada Preto +  Relógio";119.0;90.0;94.0;90.0;5.0;2;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";119.9;94.9
"OLYMPIKUS";"Olympikus Caminhada Cygnus Masculino Adultos";0.0;0.0;189.0;0.0;4.8;905;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;189.0
"MIZUNO";"Kit 2 Tênis Unissex Creation 33 Ao 44 Promoção Limpa Estoque";459.0;99.0;248.0;99.0;4.1;97;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";459.99;248.99
